id,Longitude,Latitude,RCP85_P5_2050s,RCP85_P25_2050s,RCP85_P50_2050s,RCP85_P75_2050s,RCP85_P95_2050s,RCP60_P5_2050s,RCP60_P25_2050s,RCP60_P50_2050s,RCP60_P75_2050s,RCP60_P95_2050s,RCP45_P5_2050s,RCP45_P25_2050s,RCP45_P50_2050s,RCP45_P75_2050s,RCP45_P95_2050s,RCP26_P5_2050s,RCP26_P25_2050s,RCP26_P50_2050s,RCP26_P75_2050s,RCP26_P95_2050s,RCP85_P5_2080s,RCP85_P25_2080s,RCP85_P50_2080s,RCP85_P75_2080s,RCP85_P95_2080s,RCP60_P5_2080s,RCP60_P25_2080s,RCP60_P50_2080s,RCP60_P75_2080s,RCP60_P95_2080s,RCP45_P5_2080s,RCP45_P25_2080s,RCP45_P50_2080s,RCP45_P75_2080s,RCP45_P95_2080s,RCP26_P5_2080s,RCP26_P25_2080s,RCP26_P50_2080s,RCP26_P75_2080s,RCP26_P95_2080s,REF_1986_2005
1,-89.0,56.875,-39.5,-12.5,5.5,37.3,110.8,-39.7,-17.7,0.1,33.5,102.7,-39.4,-17.0,-1.4,28.1,93.1,-38.1,-16.2,0.3,27.6,84.5,-36.9,-7.0,17.2,51.6,125.4,-39.7,-13.7,9.6,52.4,135.7,-39.5,-14.5,4.9,32.6,101.1,-38.8,-18.4,-2.9,23.3,80.8,37.2
2,-88.875,56.875,-39.1,-12.4,5.1,38.5,108.8,-40.0,-33.2,-0.4,33.0,103.2,-39.1,-16.7,-0.9,28.5,93.0,-38.0,-15.3,-0.4,27.7,86.1,-36.6,-7.1,17.8,52.7,125.0,-40.0,-15.7,8.4,52.9,137.0,-39.1,-14.6,5.2,32.8,98.9,-38.8,-18.0,-2.4,23.8,82.9,37.4
3,-89.25,56.75,-38.7,-13.2,5.7,37.3,109.4,-40.4,-30.1,1.8,36.4,105.6,-39.4,-16.7,0.1,28.8,89.1,-37.3,-15.8,0.0,25.8,80.3,-36.6,-7.9,13.9,49.4,118.3,-40.2,-29.0,9.1,44.9,123.4,-39.4,-15.6,4.1,34.4,101.7,-37.5,-19.0,-2.2,24.8,76.9,32.3
4,-89.125,56.75,-39.0,-13.6,4.9,36.5,107.2,-40.6,-30.5,2.2,36.3,102.6,-40.0,-18.1,0.1,29.0,88.8,-36.8,-16.5,-0.3,24.8,81.7,-36.8,-7.8,12.8,48.7,118.6,-40.6,-30.0,8.3,43.6,122.6,-40.1,-16.1,2.6,33.0,101.0,-40.0,-19.3,-2.3,23.2,73.7,33.8
5,-89.0,56.75,-38.6,-14.1,5.2,36.2,105.8,-40.4,-30.3,1.8,35.4,102.6,-39.9,-17.9,0.1,28.8,90.8,-37.5,-17.0,0.4,25.8,83.4,-37.3,-7.5,14.6,49.4,119.4,-41.7,-30.3,7.7,43.1,123.0,-39.5,-16.4,2.6,33.4,99.5,-40.2,-19.2,-2.1,23.8,73.7,34.1
6,-88.875,56.75,-38.6,-14.7,5.4,37.4,104.1,-40.7,-30.3,3.0,34.2,102.1,-38.8,-17.9,0.2,29.2,90.6,-37.7,-16.1,0.1,25.5,84.4,-37.0,-6.9,14.4,49.7,118.8,-42.1,-30.3,5.3,42.8,123.0,-38.8,-16.6,2.8,33.2,99.3,-38.8,-18.8,-1.8,23.6,72.9,34.4
7,-88.75,56.75,-38.7,-15.1,5.1,36.9,103.9,-40.7,-30.3,2.9,35.2,103.5,-38.9,-17.5,-0.2,28.8,88.0,-38.8,-16.1,0.4,25.9,84.0,-36.8,-6.7,14.4,49.4,115.1,-42.0,-30.3,6.1,42.7,122.9,-38.8,-16.5,3.0,32.5,99.1,-39.0,-18.2,-1.4,23.7,70.5,34.3
8,-89.375,56.625,-37.0,-12.3,6.3,39.5,105.0,-40.6,-15.4,1.9,34.2,101.5,-38.1,-18.2,-1.1,27.9,91.0,-37.4,-16.2,-1.2,25.4,81.5,-36.5,-7.4,16.2,49.9,118.8,-39.2,-15.7,7.8,50.0,128.7,-38.1,-13.8,4.5,30.8,99.7,-38.4,-20.4,-3.2,23.1,78.6,36.0
9,-89.25,56.625,-39.0,-13.7,4.8,36.8,105.2,-40.6,-30.8,1.3,37.8,107.8,-39.9,-17.9,0.4,29.6,91.9,-37.7,-17.6,-0.2,25.6,79.4,-37.0,-7.6,14.1,48.7,116.5,-40.6,-30.5,7.3,44.6,123.3,-39.0,-15.8,2.9,33.4,100.6,-38.0,-20.5,-2.3,23.7,76.3,34.0
10,-89.125,56.625,-39.3,-13.9,4.6,36.5,104.9,-40.4,-30.6,3.0,37.1,103.1,-40.2,-18.7,0.0,29.5,91.9,-38.4,-17.8,0.0,25.9,78.6,-37.2,-7.5,14.0,48.6,116.7,-40.4,-30.4,4.2,42.9,129.9,-40.2,-16.0,3.2,33.4,99.2,-40.3,-20.0,-2.6,23.7,72.2,32.8
